bib,name,status,category,sex,country,St Paul,Ecole  Bel,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
7057,Frederic PONTIER,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:48.000+04:00,2025-10-18T09:07:11.000+04:00,2025-10-18T11:03:02.000+04:00,2025-10-18T13:27:16.000+04:00,2025-10-18T15:30:00.000+04:00,2025-10-18T18:02:24.000+04:00,2025-10-18T18:55:24.000+04:00,2025-10-18T19:47:14.000+04:00
7318,Alain Georges HUBERT,FINISHER,M4 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:57.000+04:00,2025-10-18T08:53:37.000+04:00,2025-10-18T10:57:06.000+04:00,2025-10-18T12:59:39.000+04:00,2025-10-18T14:50:02.000+04:00,2025-10-18T17:45:26.000+04:00,2025-10-18T18:50:59.000+04:00,2025-10-18T19:47:18.000+04:00
7642,Florian LOUET,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:45.000+04:00,2025-10-18T09:07:39.000+04:00,2025-10-18T10:57:43.000+04:00,2025-10-18T13:00:59.000+04:00,2025-10-18T15:08:34.000+04:00,2025-10-18T18:10:47.000+04:00,2025-10-18T19:01:48.000+04:00,2025-10-18T19:50:57.000+04:00
7492,Johnny BEGE,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:13.000+04:00,2025-10-18T09:10:06.000+04:00,2025-10-18T11:16:42.000+04:00,2025-10-18T13:23:10.000+04:00,2025-10-18T15:37:45.000+04:00,2025-10-18T18:07:15.000+04:00,2025-10-18T19:02:57.000+04:00,2025-10-18T19:51:26.000+04:00
7226,Maëva CAM,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:49.000+04:00,2025-10-18T08:55:09.000+04:00,2025-10-18T10:57:17.000+04:00,2025-10-18T12:58:36.000+04:00,2025-10-18T15:14:10.000+04:00,2025-10-18T18:03:19.000+04:00,2025-10-18T19:00:22.000+04:00,2025-10-18T19:52:20.000+04:00
7638,Ewan BOOGAERTS,FINISHER,SE H,MALE,BE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:43.000+04:00,2025-10-18T09:10:00.000+04:00,2025-10-18T11:20:52.000+04:00,2025-10-18T13:50:32.000+04:00,2025-10-18T15:58:21.000+04:00,2025-10-18T18:15:40.000+04:00,2025-10-18T19:04:34.000+04:00,2025-10-18T19:54:24.000+04:00
7489,Yannick HOAREAU,FINISHER,M3 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:01.000+04:00,2025-10-18T09:10:33.000+04:00,2025-10-18T11:37:34.000+04:00,2025-10-18T13:46:15.000+04:00,2025-10-18T15:42:15.000+04:00,2025-10-18T18:14:50.000+04:00,2025-10-18T19:09:28.000+04:00,2025-10-18T19:54:46.000+04:00
7464,Claude BEAUJEAN,FINISHER,M7 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:43.000+04:00,2025-10-18T09:08:51.000+04:00,2025-10-18T11:12:19.000+04:00,2025-10-18T13:23:56.000+04:00,2025-10-18T15:26:54.000+04:00,2025-10-18T18:09:43.000+04:00,2025-10-18T19:04:31.000+04:00,2025-10-18T19:54:54.000+04:00
7080,Eric LUCAS,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:47.000+04:00,2025-10-18T09:07:32.000+04:00,2025-10-18T11:15:15.000+04:00,2025-10-18T13:21:01.000+04:00,2025-10-18T15:32:26.000+04:00,2025-10-18T18:06:56.000+04:00,2025-10-18T19:02:32.000+04:00,2025-10-18T19:54:55.000+04:00
7447,Yoann DURAND,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:02.000+04:00,2025-10-18T08:57:58.000+04:00,2025-10-18T11:02:55.000+04:00,2025-10-18T13:35:10.000+04:00,2025-10-18T15:52:35.000+04:00,2025-10-18T18:16:27.000+04:00,2025-10-18T19:08:45.000+04:00,2025-10-18T19:56:05.000+04:00
7542,Nicolas MOREL,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:13.000+04:00,2025-10-18T08:58:46.000+04:00,2025-10-18T11:08:18.000+04:00,2025-10-18T13:36:37.000+04:00,2025-10-18T15:29:01.000+04:00,2025-10-18T18:13:32.000+04:00,2025-10-18T19:09:15.000+04:00,2025-10-18T19:56:51.000+04:00
7139,Fred TORNEY,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:11.000+04:00,2025-10-18T09:03:22.000+04:00,2025-10-18T11:15:39.000+04:00,2025-10-18T13:14:00.000+04:00,2025-10-18T15:29:24.000+04:00,2025-10-18T18:27:18.000+04:00,2025-10-18T19:15:49.000+04:00,2025-10-18T19:56:57.000+04:00
7125,Samuel PONTALBA,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:07.000+04:00,2025-10-18T08:34:38.000+04:00,2025-10-18T10:17:15.000+04:00,2025-10-18T12:01:30.000+04:00,2025-10-18T14:45:33.000+04:00,2025-10-18T18:05:57.000+04:00,2025-10-18T19:13:53.000+04:00,2025-10-18T19:56:58.000+04:00
7408,José Marius PONTALBA,FINISHER,ES H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:32.000+04:00,2025-10-18T08:52:54.000+04:00,2025-10-18T10:44:31.000+04:00,2025-10-18T12:41:59.000+04:00,2025-10-18T14:52:20.000+04:00,2025-10-18T18:14:19.000+04:00,2025-10-18T19:13:52.000+04:00,2025-10-18T19:56:58.000+04:00
7477,Jean Stephane VINCENT,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:43:30.000+04:00,2025-10-18T09:09:12.000+04:00,2025-10-18T11:21:01.000+04:00,2025-10-18T13:29:49.000+04:00,2025-10-18T15:43:55.000+04:00,2025-10-18T18:14:39.000+04:00,2025-10-18T19:08:54.000+04:00,2025-10-18T19:57:02.000+04:00
7164,Aouatef KOUBAA,FINISHER,M2 F,FEMALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:46:29.000+04:00,2025-10-18T09:17:12.000+04:00,2025-10-18T11:24:12.000+04:00,2025-10-18T13:46:21.000+04:00,2025-10-18T15:39:17.000+04:00,2025-10-18T18:11:17.000+04:00,2025-10-18T19:09:54.000+04:00,2025-10-18T19:57:14.000+04:00
7296,Laurent MAUBECQ,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:24.000+04:00,2025-10-18T08:53:57.000+04:00,2025-10-18T10:58:10.000+04:00,2025-10-18T13:12:54.000+04:00,2025-10-18T15:28:48.000+04:00,2025-10-18T18:10:16.000+04:00,2025-10-18T19:07:49.000+04:00,2025-10-18T19:57:17.000+04:00
7036,François DAGUET,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:41:41.000+04:00,2025-10-18T09:11:31.000+04:00,2025-10-18T11:19:53.000+04:00,2025-10-18T13:30:28.000+04:00,2025-10-18T15:31:05.000+04:00,2025-10-18T18:11:56.000+04:00,2025-10-18T19:03:16.000+04:00,2025-10-18T19:58:10.000+04:00
7007,Celine DELATTRE,FINISHER,M2 F,FEMALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:41:46.000+04:00,2025-10-18T09:10:08.000+04:00,2025-10-18T11:23:10.000+04:00,2025-10-18T13:39:07.000+04:00,2025-10-18T15:42:45.000+04:00,2025-10-18T18:21:29.000+04:00,2025-10-18T19:10:39.000+04:00,2025-10-18T19:58:41.000+04:00
7260,Anthony ROY,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:23.000+04:00,2025-10-18T09:08:25.000+04:00,2025-10-18T11:10:43.000+04:00,2025-10-18T13:40:58.000+04:00,2025-10-18T15:52:55.000+04:00,2025-10-18T18:28:02.000+04:00,2025-10-18T19:15:14.000+04:00,2025-10-18T20:01:21.000+04:00
7574,Valentin GRENIER,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:41:45.000+04:00,2025-10-18T09:14:59.000+04:00,2025-10-18T11:30:53.000+04:00,2025-10-18T13:38:37.000+04:00,2025-10-18T15:56:03.000+04:00,2025-10-18T18:26:43.000+04:00,2025-10-18T19:13:55.000+04:00,2025-10-18T20:01:21.000+04:00
7129,Jason PROSPER,FINISHER,SE H,MALE,MU,2025-10-18T06:38:00.000+04:00,2025-10-18T07:44:46.000+04:00,2025-10-18T09:17:09.000+04:00,2025-10-18T11:20:54.000+04:00,2025-10-18T13:17:45.000+04:00,2025-10-18T15:19:35.000+04:00,2025-10-18T18:18:35.000+04:00,2025-10-18T19:11:28.000+04:00,2025-10-18T20:02:05.000+04:00
7214,Olivier Thierry MAUNIER,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:33.000+04:00,2025-10-18T08:57:53.000+04:00,2025-10-18T11:13:04.000+04:00,2025-10-18T13:35:33.000+04:00,2025-10-18T15:31:59.000+04:00,2025-10-18T18:26:05.000+04:00,2025-10-18T19:16:39.000+04:00,2025-10-18T20:03:26.000+04:00
7589,Elsa GRONDIN,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:00.000+04:00,2025-10-18T09:14:13.000+04:00,2025-10-18T11:25:25.000+04:00,2025-10-18T13:48:03.000+04:00,2025-10-18T15:53:45.000+04:00,2025-10-18T18:31:20.000+04:00,2025-10-18T19:22:23.000+04:00,2025-10-18T20:04:05.000+04:00
7153,Davy GONFO,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:53.000+04:00,2025-10-18T09:00:05.000+04:00,2025-10-18T11:29:04.000+04:00,2025-10-18T13:38:16.000+04:00,2025-10-18T15:50:47.000+04:00,2025-10-18T18:31:44.000+04:00,2025-10-18T19:17:36.000+04:00,2025-10-18T20:05:02.000+04:00
7183,Émilie ATCHAPA,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:44:02.000+04:00,2025-10-18T09:15:02.000+04:00,2025-10-18T11:27:07.000+04:00,2025-10-18T13:44:12.000+04:00,2025-10-18T15:50:17.000+04:00,2025-10-18T18:28:33.000+04:00,2025-10-18T19:22:03.000+04:00,2025-10-18T20:05:10.000+04:00
7658,Nicolas FOUBERT,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:32.000+04:00,2025-10-18T09:08:12.000+04:00,2025-10-18T11:14:20.000+04:00,2025-10-18T13:31:08.000+04:00,2025-10-18T15:59:11.000+04:00,2025-10-18T18:25:34.000+04:00,2025-10-18T19:15:40.000+04:00,2025-10-18T20:05:39.000+04:00
7467,Juliette LLORET,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:33.000+04:00,2025-10-18T09:08:14.000+04:00,2025-10-18T11:14:18.000+04:00,2025-10-18T13:31:08.000+04:00,2025-10-18T15:59:29.000+04:00,2025-10-18T18:25:30.000+04:00,2025-10-18T19:15:42.000+04:00,2025-10-18T20:05:41.000+04:00
7514,Damien VAUCELLE,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:38.000+04:00,2025-10-18T09:10:20.000+04:00,2025-10-18T11:30:04.000+04:00,2025-10-18T13:38:22.000+04:00,2025-10-18T15:45:06.000+04:00,2025-10-18T18:24:43.000+04:00,2025-10-18T19:18:17.000+04:00,2025-10-18T20:05:49.000+04:00
7472,Laura VERHELST,FINISHER,SE F,FEMALE,BE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:59.000+04:00,2025-10-18T09:08:56.000+04:00,2025-10-18T11:02:38.000+04:00,2025-10-18T13:05:10.000+04:00,2025-10-18T15:06:14.000+04:00,2025-10-18T18:00:42.000+04:00,2025-10-18T19:11:17.000+04:00,2025-10-18T20:06:06.000+04:00
7441,Dominique CRESCENCE,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:44:08.000+04:00,2025-10-18T09:14:57.000+04:00,2025-10-18T11:34:05.000+04:00,2025-10-18T13:48:28.000+04:00,2025-10-18T15:45:03.000+04:00,2025-10-18T18:26:30.000+04:00,2025-10-18T19:21:25.000+04:00,2025-10-18T20:06:18.000+04:00
7375,Frederique ELCAMAN,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:43.000+04:00,2025-10-18T09:01:36.000+04:00,2025-10-18T11:16:19.000+04:00,2025-10-18T13:18:36.000+04:00,2025-10-18T15:33:24.000+04:00,2025-10-18T18:30:19.000+04:00,2025-10-18T19:20:26.000+04:00,2025-10-18T20:06:36.000+04:00
7564,Alix SINDRAYE,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:43:22.000+04:00,2025-10-18T09:16:37.000+04:00,2025-10-18T11:32:57.000+04:00,2025-10-18T13:59:51.000+04:00,2025-10-18T15:50:33.000+04:00,2025-10-18T18:30:02.000+04:00,2025-10-18T19:21:52.000+04:00,2025-10-18T20:06:42.000+04:00
7124,Diane DELETREZ,FINISHER,SE F,FEMALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:46:33.000+04:00,2025-10-18T09:20:13.000+04:00,2025-10-18T11:35:01.000+04:00,2025-10-18T13:44:49.000+04:00,2025-10-18T15:50:36.000+04:00,2025-10-18T18:30:47.000+04:00,2025-10-18T19:18:19.000+04:00,2025-10-18T20:07:07.000+04:00
7250,Marina BOYER,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:58.000+04:00,2025-10-18T09:13:07.000+04:00,2025-10-18T11:21:41.000+04:00,2025-10-18T13:30:33.000+04:00,2025-10-18T15:57:54.000+04:00,2025-10-18T18:32:08.000+04:00,2025-10-18T19:23:58.000+04:00,2025-10-18T20:08:21.000+04:00
7633,Benoît ROUSSEL,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:03.000+04:00,2025-10-18T08:53:01.000+04:00,2025-10-18T10:56:52.000+04:00,2025-10-18T13:28:09.000+04:00,2025-10-18T15:51:10.000+04:00,2025-10-18T18:26:16.000+04:00,2025-10-18T19:21:46.000+04:00,2025-10-18T20:08:39.000+04:00
7224,Jean Renal SINIMALE,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:41:02.000+04:00,2025-10-18T09:15:18.000+04:00,2025-10-18T11:32:03.000+04:00,2025-10-18T13:38:21.000+04:00,2025-10-18T15:56:14.000+04:00,2025-10-18T18:28:45.000+04:00,2025-10-18T19:21:31.000+04:00,2025-10-18T20:08:45.000+04:00
7380,Keny BILON MARGUERITE,FINISHER,ES H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:04.000+04:00,2025-10-18T09:04:10.000+04:00,2025-10-18T11:33:18.000+04:00,2025-10-18T13:51:40.000+04:00,2025-10-18T15:55:27.000+04:00,2025-10-18T18:36:00.000+04:00,2025-10-18T19:24:08.000+04:00,2025-10-18T20:08:45.000+04:00
7413,Magali MELCHIOR,FINISHER,M2 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:32.000+04:00,2025-10-18T09:03:26.000+04:00,2025-10-18T11:17:17.000+04:00,2025-10-18T13:28:58.000+04:00,2025-10-18T15:37:15.000+04:00,2025-10-18T18:31:54.000+04:00,2025-10-18T19:24:26.000+04:00,2025-10-18T20:08:50.000+04:00
7571,Adeline AARON,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:23.000+04:00,2025-10-18T09:08:31.000+04:00,2025-10-18T11:08:44.000+04:00,2025-10-18T13:17:00.000+04:00,2025-10-18T15:38:57.000+04:00,2025-10-18T18:13:02.000+04:00,2025-10-18T19:14:31.000+04:00,2025-10-18T20:09:22.000+04:00
7591,Jasmine TAILE,FINISHER,M2 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:58.000+04:00,2025-10-18T09:09:33.000+04:00,2025-10-18T11:20:34.000+04:00,2025-10-18T13:29:45.000+04:00,2025-10-18T15:48:42.000+04:00,2025-10-18T18:31:01.000+04:00,2025-10-18T19:24:41.000+04:00,2025-10-18T20:10:30.000+04:00
7362,Etienne LEBEAU,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:49:02.000+04:00,2025-10-18T09:31:38.000+04:00,2025-10-18T11:55:16.000+04:00,2025-10-18T14:03:06.000+04:00,2025-10-18T16:05:04.000+04:00,2025-10-18T18:39:03.000+04:00,2025-10-18T19:30:54.000+04:00,2025-10-18T20:10:45.000+04:00
7219,Denise LEBOT,FINISHER,M7 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:18.000+04:00,2025-10-18T09:06:41.000+04:00,2025-10-18T11:34:53.000+04:00,2025-10-18T14:06:27.000+04:00,2025-10-18T16:02:55.000+04:00,2025-10-18T18:36:46.000+04:00,2025-10-18T19:27:20.000+04:00,2025-10-18T20:12:16.000+04:00
7191,Calvert IMACHE,FINISHER,M8 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:15.000+04:00,2025-10-18T08:54:07.000+04:00,2025-10-18T10:56:11.000+04:00,2025-10-18T12:58:40.000+04:00,2025-10-18T14:55:46.000+04:00,2025-10-18T18:25:56.000+04:00,2025-10-18T19:27:00.000+04:00,2025-10-18T20:12:49.000+04:00
7567,Zaidou TAVANDAY,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:30.000+04:00,2025-10-18T08:54:48.000+04:00,2025-10-18T11:32:35.000+04:00,2025-10-18T13:40:42.000+04:00,2025-10-18T16:08:52.000+04:00,2025-10-18T18:41:36.000+04:00,2025-10-18T19:32:44.000+04:00,2025-10-18T20:13:20.000+04:00
7222,Fabiola LEBON,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:49.000+04:00,2025-10-18T09:08:37.000+04:00,2025-10-18T11:31:42.000+04:00,2025-10-18T13:48:53.000+04:00,2025-10-18T16:21:40.000+04:00,2025-10-18T18:48:05.000+04:00,2025-10-18T19:35:11.000+04:00,2025-10-18T20:14:26.000+04:00
7329,Cindy NOIRET,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:42:03.000+04:00,2025-10-18T09:11:26.000+04:00,2025-10-18T11:16:38.000+04:00,2025-10-18T13:42:12.000+04:00,2025-10-18T15:46:09.000+04:00,2025-10-18T18:18:00.000+04:00,2025-10-18T19:18:47.000+04:00,2025-10-18T20:15:22.000+04:00
7116,Patrick VALOT,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:55.000+04:00,2025-10-18T09:08:58.000+04:00,2025-10-18T11:32:24.000+04:00,2025-10-18T13:42:42.000+04:00,2025-10-18T15:58:03.000+04:00,2025-10-18T18:32:01.000+04:00,2025-10-18T19:26:23.000+04:00,2025-10-18T20:17:05.000+04:00
7213,Philippe CEROU,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:26.000+04:00,2025-10-18T08:57:14.000+04:00,2025-10-18T10:50:40.000+04:00,2025-10-18T12:33:21.000+04:00,2025-10-18T14:45:29.000+04:00,2025-10-18T18:25:01.000+04:00,2025-10-18T19:31:33.000+04:00,2025-10-18T20:17:41.000+04:00
7236,Sebastien ITEY,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:33.000+04:00,2025-10-18T09:03:12.000+04:00,2025-10-18T11:15:16.000+04:00,2025-10-18T14:12:29.000+04:00,2025-10-18T15:56:30.000+04:00,2025-10-18T18:40:32.000+04:00,2025-10-18T19:33:22.000+04:00,2025-10-18T20:17:41.000+04:00
7546,Eric MUSSARD,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:13.000+04:00,2025-10-18T09:03:17.000+04:00,2025-10-18T11:15:44.000+04:00,2025-10-18T13:38:18.000+04:00,2025-10-18T15:41:53.000+04:00,2025-10-18T18:42:02.000+04:00,2025-10-18T19:36:10.000+04:00,2025-10-18T20:17:51.000+04:00
7401,Eric TRUONG,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:41:58.000+04:00,2025-10-18T09:06:58.000+04:00,2025-10-18T11:15:56.000+04:00,2025-10-18T13:32:53.000+04:00,2025-10-18T16:01:16.000+04:00,2025-10-18T18:40:42.000+04:00,2025-10-18T19:35:33.000+04:00,2025-10-18T20:18:44.000+04:00
7354,Ulyss CLAIN,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:06.000+04:00,2025-10-18T09:03:29.000+04:00,2025-10-18T12:01:17.000+04:00,2025-10-18T14:14:06.000+04:00,2025-10-18T16:31:28.000+04:00,2025-10-18T18:50:04.000+04:00,2025-10-18T19:37:24.000+04:00,2025-10-18T20:19:07.000+04:00
7410,Eric VIDOT,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:31.000+04:00,2025-10-18T09:15:08.000+04:00,2025-10-18T11:34:23.000+04:00,2025-10-18T13:56:55.000+04:00,2025-10-18T15:57:57.000+04:00,2025-10-18T18:41:25.000+04:00,2025-10-18T19:31:55.000+04:00,2025-10-18T20:19:08.000+04:00
7022,Armelle CHOUIN,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:04.000+04:00,2025-10-18T08:50:09.000+04:00,2025-10-18T10:38:09.000+04:00,2025-10-18T12:58:50.000+04:00,2025-10-18T15:15:42.000+04:00,2025-10-18T18:07:11.000+04:00,2025-10-18T19:13:32.000+04:00,2025-10-18T20:19:09.000+04:00
7389,Olivier GARDIANOT,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:51:50.000+04:00,2025-10-18T09:37:01.000+04:00,2025-10-18T11:40:19.000+04:00,2025-10-18T13:58:37.000+04:00,2025-10-18T16:44:35.000+04:00,2025-10-18T18:50:33.000+04:00,2025-10-18T19:38:35.000+04:00,2025-10-18T20:20:59.000+04:00
7287,Pascale COEUGNET LEGENDRE,FINISHER,M5 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:19.000+04:00,2025-10-18T09:08:29.000+04:00,2025-10-18T11:35:15.000+04:00,2025-10-18T13:55:47.000+04:00,2025-10-18T16:15:31.000+04:00,2025-10-18T18:48:36.000+04:00,2025-10-18T19:41:12.000+04:00,2025-10-18T20:23:01.000+04:00
7406,Jerome AMOUNIE,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:29.000+04:00,2025-10-18T08:58:11.000+04:00,2025-10-18T11:25:35.000+04:00,2025-10-18T13:40:39.000+04:00,2025-10-18T16:11:09.000+04:00,2025-10-18T18:45:40.000+04:00,2025-10-18T19:47:10.000+04:00,2025-10-18T20:24:28.000+04:00
7304,Alexis PICARD,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:37.000+04:00,2025-10-18T09:05:21.000+04:00,2025-10-18T11:39:46.000+04:00,2025-10-18T14:00:32.000+04:00,2025-10-18T16:14:35.000+04:00,2025-10-18T18:54:58.000+04:00,2025-10-18T19:46:59.000+04:00,2025-10-18T20:24:59.000+04:00
7656,Matthieu PETIT,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:38:00.000+04:00,2025-10-18T09:06:20.000+04:00,2025-10-18T12:18:08.000+04:00,2025-10-18T14:35:01.000+04:00,2025-10-18T16:46:43.000+04:00,2025-10-18T19:04:40.000+04:00,2025-10-18T19:48:09.000+04:00,2025-10-18T20:25:47.000+04:00
7311,Thierry Jean Eric PAYET,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:27.000+04:00,2025-10-18T09:14:05.000+04:00,2025-10-18T11:33:54.000+04:00,2025-10-18T13:56:48.000+04:00,2025-10-18T15:51:07.000+04:00,2025-10-18T18:36:11.000+04:00,2025-10-18T19:38:31.000+04:00,2025-10-18T20:25:53.000+04:00
7538,Louis David CLAIN,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:16.000+04:00,2025-10-18T09:00:01.000+04:00,2025-10-18T11:02:44.000+04:00,2025-10-18T13:09:09.000+04:00,2025-10-18T15:37:08.000+04:00,2025-10-18T18:41:50.000+04:00,2025-10-18T19:44:01.000+04:00,2025-10-18T20:25:55.000+04:00
7110,Rachel RAVILY,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:43:13.000+04:00,2025-10-18T09:23:11.000+04:00,2025-10-18T11:44:39.000+04:00,2025-10-18T14:02:07.000+04:00,2025-10-18T16:14:55.000+04:00,2025-10-18T18:54:01.000+04:00,2025-10-18T19:44:47.000+04:00,2025-10-18T20:26:03.000+04:00
7482,Gilbert MARTINO,FINISHER,M7 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:33.000+04:00,2025-10-18T09:14:09.000+04:00,2025-10-18T11:33:58.000+04:00,2025-10-18T13:56:40.000+04:00,2025-10-18T15:51:05.000+04:00,2025-10-18T18:36:14.000+04:00,2025-10-18T19:38:33.000+04:00,2025-10-18T20:26:03.000+04:00
7289,Guillaume LEGIER,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:43:48.000+04:00,2025-10-18T09:11:36.000+04:00,2025-10-18T11:20:44.000+04:00,2025-10-18T13:47:29.000+04:00,2025-10-18T15:51:47.000+04:00,2025-10-18T18:53:23.000+04:00,2025-10-18T19:44:56.000+04:00,2025-10-18T20:26:09.000+04:00
7199,David GAUTIER,FINISHER,M2 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:13.000+04:00,2025-10-18T09:17:14.000+04:00,2025-10-18T11:48:55.000+04:00,2025-10-18T14:07:43.000+04:00,2025-10-18T16:23:09.000+04:00,2025-10-18T18:48:49.000+04:00,2025-10-18T19:44:54.000+04:00,2025-10-18T20:26:10.000+04:00
7295,Trules LUCIANO,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:40:57.000+04:00,2025-10-18T09:11:00.000+04:00,2025-10-18T11:51:58.000+04:00,2025-10-18T13:52:26.000+04:00,2025-10-18T16:09:32.000+04:00,2025-10-18T18:59:26.000+04:00,2025-10-18T19:47:06.000+04:00,2025-10-18T20:26:12.000+04:00
7168,Valerie MAGEMBE,FINISHER,M3 F,FEMALE,MU,2025-10-18T06:38:00.000+04:00,2025-10-18T07:44:31.000+04:00,2025-10-18T09:10:25.000+04:00,2025-10-18T11:20:18.000+04:00,2025-10-18T13:43:23.000+04:00,2025-10-18T15:45:50.000+04:00,2025-10-18T18:37:29.000+04:00,2025-10-18T19:42:58.000+04:00,2025-10-18T20:26:29.000+04:00
